Env,r,rMain,RMSE,RMSEmain,MAD,rank,rankMain
WMaA17WAGI6,0.701461256317604,0.689909498408248,27.6472499673915,28.9136472848364,22.3335247681689,0.8,0.6
WMaA17WICK6,0.570803161525579,0.588804599582421,29.9531269281692,29.647281209563,24.0353677113055,0.8,0.6
WMaA17WYAL6,0.604135927064704,0.634117744233782,14.9239281098391,14.5852346248172,11.7364405177444,0.6,0.6
WMaA17YORK6,0.775531411447256,0.713050059637512,19.3804656832448,21.5439094805281,15.6828399298426,0.8,0.6
WMaA17YUNA6,0.63902315651652,0.603102069792337,14.3992664676862,16.2812623088185,11.8453428852515,0.2,0.4
WMaA18BALL6,0.890691553536072,0.880179101752087,18.6512139457096,19.405700570045,14.3465788298614,1,1
WMaA18BENC6,0.738282803686703,0.57416099000873,18.5688739575511,23.3104741337869,15.3758870470988,1,0.8
WMaA18BEVE6,0.85310566891131,0.814106464689061,23.9661495147632,25.0513187929491,19.911160789227,0.8,0.6
WMaA18BOLG6,0.557918155569379,0.521894298792567,77.3268295519101,78.6384078444751,60.1493489825505,0.4,0.4
WMaA18BUNT6,0.906144046657586,0.894438606513745,18.6449211601731,19.3791202994684,14.3129301036203,0.8,0.8
WMaA18CADO6,0.893019139156752,0.893706925505651,11.5087236065168,11.5127593572057,9.78487766512153,0.8,0.8
WMaA18CARN6,0.669891717084673,0.617333767193879,18.3703766941911,19.8598764223164,14.5144692982243,0.2,0.2
WMaA18COOR6,0.793091715106286,0.747639532656938,17.2004024073699,18.7739739815904,14.5685118946455,0.6,0.6
WMaA18CORR6,0.921562100741536,0.910698899251964,20.8035619589738,21.7523769094795,16.8063205116923,1,0.8
WMaA18CUND6,0.866587634478039,0.90984039150009,22.988298401371,20.9718970981788,17.3379937857539,0.8,0.8
WMaA18DAND6,0.770162561236923,0.722431313825576,20.3097777894772,22.0283520991854,16.458047653973,0.8,0.6
WMaA18ENEA6,0.650127105384499,0.613322105063696,21.1851093517706,22.0614907666809,16.5463476702923,0.6,0.6
WMaA18ERAD6,0.849869643465358,0.81957370579492,21.547858528841,22.3536997157074,16.6059559529886,0.8,0.8
WMaA18GIBS6,0.729908056880414,0.673208076964927,23.1513698119938,25.154867264958,18.5030746690839,0.4,0.4
WMaA18GNOW6,0.63405063472123,0.547870037118083,31.0728621727407,33.5771712402196,23.5844469660929,0.4,0.6
WMaA18GOOM6,0.735955055361295,0.674990640758668,24.6029431766842,26.3617886104096,19.2115099993301,0.2,0.2
WMaA18GRAC6,0.4123271650813,0.312758543790907,18.4114625486918,19.6093283437128,15.3813817275028,0.4,0.4
WMaA18HYDE6,0.669855660625401,0.653370552308104,26.4720380222821,26.6950752878507,19.1617823338058,0.6,0.6
WMaA18KALA6,0.719131853860398,0.724896848783102,27.6827289922831,27.2327934616476,20.6684711736329,0.6,0.6
WMaA18KELL6,0.845997437974956,0.88068406979432,17.2161010880106,15.7352964705389,12.9367565536902,0.8,0.8
WMaA18KEND6,0.614089525833439,0.684765590472692,27.7576129170312,24.7348907939866,19.7979254857929,0.6,0.6
WMaA18KOJO6,0.553826147039876,0.412202768827279,39.4651478876228,43.2092270795425,29.6192831587836,0.4,0.4
WMaA18KULI6,0.113806352323918,0.0721269828899327,57.643516139965,58.2130760216566,49.7997576795312,0,0
WMaA18MADD6,0.569873468103903,0.561225343852549,17.7139251592272,16.923587717188,14.5061456139053,0.6,0.6
WMaA18MERR6,0.700104645162359,0.697973571698226,16.0628780857975,15.6599199879645,13.0201254965075,0.2,0.2
WMaA18MILI6,0.741565537782139,0.72832952997169,20.3594119819498,20.782219486474,15.622384481118,0.2,0.2
WMaA18MING6,0.58580336506001,0.424098721191363,29.874905997865,33.7783308660676,23.3248858070132,0.6,0.2
WMaA18MORA6,0.74762361591057,0.607271918218646,14.5304116910642,18.8378093573451,10.9226479661909,0.8,0.4
WMaA18MORK6,0.585890487709279,0.474567126629884,26.3650776006009,29.2617920973093,21.5871975499643,0.6,0.4
WMaA18MUKI6,0.42655960196194,0.370763248918255,22.2107716791592,23.5623102861988,17.3088064466927,0.4,0.2
WMaA18MULL6,0.689951344839777,0.561233849266625,20.3064749044797,23.9582262687667,15.0308238027806,0.6,0.2
WMaA18MUNG6,0.870963129641359,0.840007509187202,13.4095241518509,14.971693030448,10.2607843748101,0.6,0.8
WMaA18NABA6,0.698793981580068,0.637204631832806,29.843623051487,31.6742181333624,18.9765120475612,0.6,0.6
WMaA18NAGN6,0.391071814799325,0.397961321119199,29.2387575143835,28.3221230273531,23.1876507188917,0.2,0.2
WMaA18NARE6,0.876586105952737,0.841159891489443,10.7557000033383,11.9711217744605,8.82663351119668,0.8,0.6
WMaA18OLGI6,0.776998409714611,0.766119580784958,20.5008243102552,20.9702231137746,16.7038270917295,0.8,1
WMaA18SALM6,0.800919875483634,0.709919681738523,13.9929638635473,16.8092586350202,11.0633047540902,0.8,0.8
WMaA18SCAD6,0.759135929269864,0.722001601200745,25.4857474683974,26.9480964316657,20.9847047708725,0.4,0.4
WMaA18WAGI6,0.834079366751731,0.814092397557553,28.6798924014917,31.2652195285858,23.4807794740284,0.6,0.4
WMaA18WYAL6,0.898312372415556,0.906203295723681,12.0284667430861,11.6937779196493,9.23736384025907,1,1
WMaA18YEAL6,0.861864096882899,0.848146601331444,16.1835866286755,16.9970901217672,12.704003224484,0.6,0.8
WMaA18YORK6,0.838402136567082,0.770278537513896,21.2802747516418,23.3898655095007,17.3766052416485,0.6,0.4
WMaA18YUNA6,0.728900610479362,0.637047278923292,28.6656237019582,31.3335374399757,22.5533480068851,0.6,0.2
WMaA19BALL6,0.699440726983756,0.455980999560231,13.0623847208758,14.2586951250852,10.1188028321944,0.8,0.6
WMaA19BENC6,0.844827396503841,0.627143218855507,9.06535069553632,12.6569392273124,7.33016424830035,1,1
WMaA19BEVE6,0.708393624261786,0.627003101225077,15.4057003880668,16.9197192894004,12.6163596368305,0.8,0.6
WMaA19BOLG6,0.7520531318625,0.63001121257233,13.5359697420219,16.1718800558061,10.578308092176,0.8,0.6
WMaA19BUNT6,0.801544888317511,0.567782866298102,11.6729317325571,16.4203467507448,8.31630950365029,1,1
WMaA19CARN6,0.209812266782376,0.263919900374295,18.9394141611189,17.6047728052716,15.6789221922259,0,0
WMaA19COOR6,0.657041112058289,0.674155614778679,13.2120262232377,12.3762491631448,10.5375329621056,0.8,1
WMaA19CORR6,0.868759233776139,0.772051712987617,8.96666121899906,10.5417467528491,6.83382871967916,1,0.8
WMaA19CUND6,0.901997582943384,0.779790474866161,8.54463477971131,11.6014151870573,6.42117533027043,1,0.8
WMaA19DAND6,0.757480090830467,0.804150796381942,26.6168700785426,25.657669351133,21.5654453006283,0.6,0.6
WMaA19ENEA6,0.77572419464642,0.848939381771314,12.9287772715428,10.9249081260868,10.8244855913844,0.6,1
WMaA19ERAD6,0.385762267560015,0.272363083991739,13.2321781147257,14.8009453422618,10.6317852108469,0.8,0.6
WMaA19GIBS6,0.781675738127368,0.677672026642003,28.7123847919106,32.9847960938845,22.5622732858826,0.6,0.4
WMaA19GOOM6,0.87811319171991,0.67151320633433,17.1549041758884,22.6621425983773,13.949830146113,1,0.8
WMaA19HYDE6,0.785975330245078,0.767954906191631,14.8725626306698,15.6128378750781,11.6392569344491,0.6,1
WMaA19JERR6,0.768143460338662,0.753423124401655,12.5370306753734,12.5554563493135,9.40923992560221,0.4,0.6
WMaA19KELL6,0.878439330048078,0.598214595952317,9.38886785902392,12.964392446504,7.7059208714049,0.8,0.8
WMaA19KEND6,0.689383074575894,0.323095849408581,42.5786894126474,52.4045759494742,34.8502972186981,0.4,0.4
WMaA19KOJO6,0.714124922283868,0.70837015128851,24.9785026803066,25.8878691131641,20.2562208747878,0.8,0.8
WMaA19KULI6,0.859284975110727,0.695475150345361,10.9557397011776,15.4181302213091,9.23973244187311,1,0.8
WMaA19MERR6,0.819512339911675,0.818768027180412,10.3280447772227,9.11769313962107,7.81741653751632,1,0.8
WMaA19MILI6,0.764024880662972,0.474469518950803,12.0691622883078,17.3142505336026,8.84853550750908,1,0.6
WMaA19MING6,0.727764079955691,0.752356925276646,10.9005644234868,10.741098226261,8.84488390883502,0.4,0.6
WMaA19MORA6,0.541874548393458,0.266437641027458,14.6265338081106,16.2181374353515,12.0394625537823,0.6,0.6
WMaA19MORK6,0.714208780372833,0.632984374348705,15.488876095135,17.0428878569708,10.9305899925689,1,0.8
WMaA19MUKI6,0.790439143327946,0.527124922721228,10.3228332173157,13.666240990896,7.8897828861904,1,1
WMaA19MULL6,0.530554297079492,0.228198770907805,14.4721366922501,18.529532997569,11.0680090026853,0.4,0.4
WMaA19MUNG6,0.563747157155053,0.308801179632072,24.242935022304,28.6928396799865,19.3231058715264,0.6,0.2
WMaA19NABA6,0.655825899869758,0.709455068447768,14.5580788228744,13.6621726730565,11.4019386350485,0.4,0.6
WMaA19NAGN6,0.854975163567757,0.794985312045398,18.7555879946925,22.1573109656731,15.3153805955758,0.8,0.8
WMaA19NARE6,0.840250259051894,0.566345281433034,9.61311014170057,14.5898742618827,7.65037988177355,0.8,0.4
WMaA19OLGI6,0.711756960316823,0.733649363771037,11.3173480185842,11.3504588515108,8.79697638720618,0.6,0.8
WMaA19PITH6,0.763169604872235,0.62444329311632,13.7008983758076,16.6571520230695,10.6841159937808,1,1
